COUNTY_ID,COUNTY,TOWN_ID,TOWN,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
10013,屏東縣,10013250,枋山鄉,114.03,2.64,326.82,38.5,14.87,23.63,158.91,104Y12M
10013,屏東縣,10013160,枋寮鄉,110.28,2.94,435.09,36.68,13.8,22.87,165.71,104Y12M
10013,屏東縣,10013030,東港鎮,102.27,2.93,1631.1,35.79,19.73,16.06,81.37,104Y12M
10013,屏東縣,10013190,林邊鄉,105.46,2.73,1209.48,38.88,13.75,25.13,182.74,104Y12M
10013,屏東縣,10013060,長治鄉,108.81,3.03,759.79,31.97,12.81,19.16,149.56,104Y12M
10013,屏東縣,10013200,南州鄉,105.28,2.95,572.32,38.16,11.86,26.3,221.78,104Y12M
10013,屏東縣,10013010,屏東市,98.48,2.75,3113.13,33.4,15.94,17.45,109.48,104Y12M
10013,屏東縣,10013040,恆春鎮,105.17,2.72,225.75,38.31,19.51,18.8,96.37,104Y12M
10013,屏東縣,10013310,春日鄉,105.21,3.55,30.04,36.38,22.19,14.19,63.94,104Y12M
10013,屏東縣,10013180,崁頂鄉,103.23,3.62,516.7,46.7,28.19,18.52,65.69,104Y12M
10013,屏東縣,10013290,泰武鄉,111.39,3.97,43.98,33.67,21.91,11.76,53.68,104Y12M
10013,屏東縣,10013220,琉球鄉,121.89,2.88,1840.25,33.54,16.43,17.11,104.16,104Y12M
10013,屏東縣,10013110,高樹鄉,113.63,2.69,279.12,43.86,13.38,30.48,227.86,104Y12M
10013,屏東縣,10013150,新埤鄉,114.41,2.94,170.45,36.64,10.61,26.03,245.33,104Y12M
10013,屏東縣,10013170,新園鄉,107.18,3.08,945.34,32.78,13.72,19.06,138.9,104Y12M
10013,屏東縣,10013320,獅子鄉,107.07,3.15,15.97,28.81,16.72,12.09,72.28,104Y12M
10013,屏東縣,10013050,萬丹鄉,107.36,3.49,898.71,33.95,15.66,18.29,116.81,104Y12M
10013,屏東縣,10013120,萬巒鄉,110.15,3.2,341.91,37.37,13.47,23.9,177.46,104Y12M
10013,屏東縣,10013240,滿州鄉,121.15,2.66,56.25,34.55,12.33,22.22,180.22,104Y12M
10013,屏東縣,10013280,瑪家鄉,104.44,3.36,86.01,33.12,19.04,14.08,73.97,104Y12M
10013,屏東縣,10013020,潮州鎮,100.23,2.85,1289.54,32.77,15.16,17.62,116.22,104Y12M
10013,屏東縣,10013270,霧臺鄉,105.11,3.15,11.94,30.86,14.23,16.63,116.85,104Y12M
10013,屏東縣,10013070,麟洛鄉,108.29,2.99,690.71,33.08,10.43,22.66,217.27,104Y12M
10013,屏東縣,10013100,鹽埔鄉,108.29,3.37,409.65,34.13,14.48,19.65,135.7,104Y12M
10005,苗栗縣,10005130,三義鄉,110.44,3.11,245.45,38.1,17.89,20.21,112.97,104Y12M
10005,苗栗縣,10005160,三灣鄉,121.12,2.9,133.74,43.67,14.87,28.8,193.65,104Y12M
10005,苗栗縣,10005080,大湖鄉,113.38,2.81,168.16,43.5,16.28,27.22,167.22,104Y12M
10005,苗栗縣,10005090,公館鄉,108.73,3.25,483.34,39.26,18.27,20.99,114.88,104Y12M
10005,苗栗縣,10005040,竹南鎮,101.91,3.03,2248.96,38.64,24.38,14.26,58.49,104Y12M
10005,苗栗縣,10005140,西湖鄉,125.08,2.79,181.76,46.02,13.5,32.52,241.01,104Y12M
10005,苗栗縣,10005070,卓蘭鎮,109.55,2.95,236.61,41.14,16.34,24.8,151.82,104Y12M
10005,苗栗縣,10005110,南庄鄉,122.25,2.66,63.91,44.83,17.49,27.34,156.38,104Y12M
10005,苗栗縣,10005060,後龍鎮,111.4,3.19,499.12,41.37,18.15,23.22,127.89,104Y12M
10005,苗栗縣,10005010,苗栗市,99.87,2.94,2387.81,39.11,18.96,20.15,106.27,104Y12M
10005,苗栗縣,10005020,苑裡鎮,107.97,3.31,701.11,37.7,18.33,19.38,105.73,104Y12M
10005,苗栗縣,10005180,泰安鄉,115.35,3.08,9.84,35.63,18.8,16.83,89.5,104Y12M
10005,苗栗縣,10005030,通霄鎮,111.58,3.13,335.4,41.97,16.81,25.16,149.63,104Y12M
10005,苗栗縣,10005150,造橋鄉,110.33,3.23,278.22,37.78,16.16,21.63,133.84,104Y12M
10005,苗栗縣,10005170,獅潭鄉,125.78,2.66,57.99,50.92,12.75,38.17,299.49,104Y12M
10005,苗栗縣,10005100,銅鑼鄉,112.61,3.05,238.71,41.83,17.45,24.38,139.7,104Y12M
10005,苗栗縣,10005050,頭份市,101.89,3.08,1936.2,38.01,22.8,15.2,66.68,104Y12M
10005,苗栗縣,10005120,頭屋鄉,111.84,3.07,214,39.89,15.43,24.46,158.6,104Y12M
68000,桃園市,68000080,八德區,101.3,2.84,5559.59,31.63,19.08,12.55,65.74,104Y12M
68000,桃園市,68000060,大園區,105.63,2.8,979.09,33.59,20.29,13.3,65.57,104Y12M
68000,桃園市,68000030,大溪區,105.23,2.97,887.96,35.57,19.5,16.07,82.38,104Y12M
68000,桃園市,68000020,中壢區,97.84,2.75,5093.86,34.17,20.77,13.41,64.57,104Y12M
68000,桃園市,68000100,平鎮區,99.57,2.94,4562.77,32.31,20.52,11.79,57.45,104Y12M
68000,桃園市,68000010,桃園區,94.95,2.67,12272.66,33.72,21.69,12.03,55.47,104Y12M
68000,桃園市,68000130,復興區,120.94,2.93,31.16,38.02,22.45,15.57,69.35,104Y12M
68000,桃園市,68000110,新屋區,114.91,3.07,569.41,38.87,17.65,21.22,120.24,104Y12M
68000,桃園市,68000040,楊梅區,102.4,2.93,1807.59,33.67,21.01,12.66,60.26,104Y12M
68000,桃園市,68000090,龍潭區,101.43,2.95,1574.19,32.96,19.08,13.88,72.78,104Y12M
68000,桃園市,68000070,龜山區,100.71,2.62,2021.45,32.34,19.67,12.67,64.4,104Y12M
68000,桃園市,68000050,蘆竹區,99.38,2.81,2058.25,34.91,24.63,10.28,41.75,104Y12M
68000,桃園市,68000120,觀音區,109.42,3,736.35,35.49,20.1,15.39,76.55,104Y12M
64000,高雄市,64000050,三民區,94.36,2.56,17495.12,32.86,16.69,16.17,96.86,104Y12M
64000,高雄市,64000160,大社區,103.65,2.71,1300.22,28.84,14.16,14.68,103.69,104Y12M
64000,高雄市,64000140,大寮區,105.58,2.7,1571.83,28.27,13.74,14.53,105.71,104Y12M
64000,高雄市,64000150,大樹區,105.72,3.22,644.38,34.62,15,19.62,130.84,104Y12M
64000,高雄市,64000110,小港區,99.27,2.35,3792.06,29.75,17.19,12.56,73.1,104Y12M
64000,高雄市,64000170,仁武區,104.01,2.65,2289.69,28.55,16.95,11.59,68.38,104Y12M
64000,高雄市,64000350,內門區,117.77,2.95,156.64,40.02,12.27,27.76,226.3,104Y12M
64000,高雄市,64000320,六龜區,117,2.39,69.36,41.52,13.89,27.63,198.87,104Y12M
64000,高雄市,64000030,左營區,93.57,2.53,10124.91,35.56,20.85,14.71,70.54,104Y12M
64000,高雄市,64000270,永安區,100.6,2.46,625.8,31.37,15.98,15.39,96.34,104Y12M
64000,高雄市,64000220,田寮區,124.95,2.22,80.63,47.6,8.59,39.01,454.02,104Y12M
64000,高雄市,64000330,甲仙區,113.25,2.66,50.72,37.06,12.11,24.95,205.94,104Y12M
64000,高雄市,64000340,杉林區,120.42,2.58,119.06,41.13,12.45,28.69,230.49,104Y12M
64000,高雄市,64000380,那瑪夏區,107.17,3.67,12.45,35.03,26.76,8.28,30.93,104Y12M
64000,高雄市,64000190,岡山區,98.87,2.82,2040.52,34.51,18.26,16.25,88.95,104Y12M
64000,高雄市,64000130,林園區,103.04,2.75,2180.54,31.84,17.1,14.74,86.22,104Y12M
64000,高雄市,64000230,阿蓮區,101.62,3.13,846.97,33.79,16.13,17.66,109.54,104Y12M
64000,高雄市,64000070,前金區,92.93,2.18,14746.14,38.9,11.89,27.01,227.22,104Y12M
64000,高雄市,64000090,前鎮區,97.14,2.46,10072.49,34.44,16.01,18.43,115.09,104Y12M
64000,高雄市,64000310,美濃區,110.36,2.8,339.99,47.07,13.45,33.62,249.91,104Y12M
64000,高雄市,64000260,茄萣區,106.99,2.92,1938.22,34,14.42,19.58,135.77,104Y12M
64000,高雄市,64000360,茂林區,97.29,3.25,9.74,32.72,21.56,11.17,51.79,104Y12M
64000,高雄市,64000080,苓雅區,93.49,2.41,21407.1,36.77,15.14,21.63,142.82,104Y12M
64000,高雄市,64000370,桃源區,110.06,3.2,4.56,29.67,21.08,8.6,40.78,104Y12M
64000,高雄市,64000290,梓官區,106.98,2.9,3141.32,29.83,14.19,15.64,110.22,104Y12M
64000,高雄市,64000180,鳥松區,103.43,2.48,1787.73,28.07,12.07,16,132.5,104Y12M
64000,高雄市,64000250,湖內區,104.44,2.8,1468.89,32.48,14.83,17.64,118.94,104Y12M
64000,高雄市,64000060,新興區,93.18,2.29,26287.69,40.35,14.93,25.42,170.22,104Y12M
64000,高雄市,64000040,楠梓區,97.14,2.67,6966.62,32.53,19.17,13.36,69.69,104Y12M
64000,高雄市,64000240,路竹區,104.39,3.15,1094.94,37.35,19.15,18.2,95.02,104Y12M
64000,高雄市,64000020,鼓山區,94.14,2.43,9263.98,36.64,20.13,16.51,82.02,104Y12M
64000,高雄市,64000300,旗山區,107.6,2.72,399.21,41.51,14.68,26.83,182.7,104Y12M
64000,高雄市,64000100,旗津區,107.72,2.62,19815.56,32.34,14.53,17.8,122.47,104Y12M
64000,高雄市,64000120,鳳山區,96.68,2.6,13315.89,32.15,17.95,14.21,79.17,104Y12M
64000,高雄市,64000200,橋頭區,103.75,2.81,1438.71,33.53,15.08,18.45,122.33,104Y12M
64000,高雄市,64000210,燕巢區,112.62,2.9,460.65,34.75,14.35,20.4,142.14,104Y12M
64000,高雄市,64000280,彌陀區,106.87,2.91,1330.09,35.64,16.69,18.95,113.56,104Y12M
64000,高雄市,64000010,鹽埕區,99.08,2.31,17676.72,37.85,12.4,25.45,205.33,104Y12M
10017,基隆市,10017020,七堵區,102.06,2.56,960.8,31.11,15.14,15.97,105.51,104Y12M
10017,基隆市,10017050,中山區,103.55,2.51,4598.81,30.31,12.14,18.17,149.69,104Y12M
10017,基隆市,10017010,中正區,104.97,2.34,5161.68,32.24,12.95,19.29,148.91,104Y12M
10017,基隆市,10017040,仁愛區,97.51,2.36,10777.37,44.77,20.69,24.08,116.41,104Y12M
10017,基隆市,10017060,安樂區,99.08,2.51,4512.01,30.64,15.69,14.96,95.33,104Y12M
10017,基隆市,10017070,信義區,99.2,2.46,4836.09,29.28,12.06,17.22,142.77,104Y12M
10017,基隆市,10017030,暖暖區,101.4,2.49,1681.2,28.88,14.3,14.57,101.85,104Y12M
9007,連江縣,9007020,北竿鄉,123.9,4.7,235.66,28.05,14.38,13.67,95.04,104Y12M
9007,連江縣,9007040,東引鄉,152.99,4.03,334.21,25.12,16.16,8.97,55.49,104Y12M
9007,連江縣,9007010,南竿鄉,130.67,5.08,712.4,30.26,17.77,12.48,70.23,104Y12M
9007,連江縣,9007030,莒光鄉,147.58,5.5,326.6,25.82,10.98,14.84,135.07,104Y12M
10009,雲林縣,10009110,二崙鄉,115.15,3.13,469.07,46.43,16.42,30.01,182.76,104Y12M
10009,雲林縣,10009190,口湖鄉,113.26,2.97,354.07,38.9,14.15,24.75,174.91,104Y12M
10009,雲林縣,10009050,土庫鎮,109.51,3.19,599.76,44.36,18.46,25.89,140.27,104Y12M
10009,雲林縣,10009080,大埤鄉,116.52,2.93,438.4,43.35,15.94,27.41,171.92,104Y12M
10009,雲林縣,10009170,元長鄉,120.32,2.87,375.16,46.34,14.31,32.03,223.88,104Y12M
10009,雲林縣,10009010,斗六市,99.58,2.89,1156.26,36.16,19.49,16.67,85.54,104Y12M
10009,雲林縣,10009020,斗南鎮,103.17,2.89,946.82,38.31,16.86,21.45,127.24,104Y12M
10009,雲林縣,10009200,水林鄉,121.39,2.62,363.56,48.38,13.91,34.47,247.77,104Y12M
10009,雲林縣,10009060,北港鎮,108.06,2.58,988.1,42.64,17.86,24.79,138.78,104Y12M
10009,雲林縣,10009070,古坑鄉,111.59,2.95,194.03,42.57,15.18,27.39,180.5,104Y12M
10009,雲林縣,10009180,四湖鄉,118.99,2.78,320.83,41.29,12.25,29.04,237.06,104Y12M
10009,雲林縣,10009040,西螺鎮,103.18,3.23,940.59,44.66,21.12,23.54,111.47,104Y12M
10009,雲林縣,10009140,東勢鄉,122.22,2.69,318.28,42.26,13.13,29.12,221.75,104Y12M
10009,雲林縣,10009100,林內鄉,109.76,3.15,496.34,39.6,16.6,22.99,138.47,104Y12M
10009,雲林縣,10009030,虎尾鎮,103.05,2.89,1026.32,40.64,21.12,19.51,92.38,104Y12M
10009,雲林縣,10009120,崙背鄉,112.31,3,435.49,43.44,16.92,26.51,156.67,104Y12M
10009,雲林縣,10009130,麥寮鄉,102.22,3.18,556.34,37.48,23.24,14.24,61.28,104Y12M
10009,雲林縣,10009090,莿桐鄉,110.77,3.16,574.86,39.03,16.62,22.41,134.82,104Y12M
10009,雲林縣,10009160,臺西鄉,115.5,2.81,454.28,38.89,13.71,25.18,183.68,104Y12M
10009,雲林縣,10009150,褒忠鄉,116.11,3.03,360.25,41.08,15.37,25.71,167.33,104Y12M
65000,新北市,65000230,八里區,99.73,2.69,954.04,29.1,16.36,12.74,77.9,104Y12M
65000,新北市,65000210,三芝區,106.23,2.51,355.91,33.81,14.48,19.33,133.48,104Y12M
65000,新北市,65000020,三重區,97.49,2.62,23806.28,30.63,16.05,14.58,90.85,104Y12M
65000,新北市,65000090,三峽區,101.24,2.74,588.7,33.94,20.91,13.04,62.35,104Y12M
65000,新北市,65000130,土城區,98.01,2.78,8075.8,26.36,16.24,10.12,62.33,104Y12M
65000,新北市,65000030,中和區,95.4,2.54,20567.12,30.9,14.87,16.03,107.79,104Y12M
65000,新北市,65000150,五股區,101.85,2.77,2378.53,29.17,17.42,11.75,67.44,104Y12M
65000,新北市,65000240,平溪區,123.27,2.07,68.32,52.07,10.39,41.68,401.2,104Y12M
65000,新北市,65000040,永和區,90.66,2.49,39449.93,37,17.45,19.55,112,104Y12M
65000,新北市,65000220,石門區,107.54,2.93,246.58,36.07,16.54,19.53,118.02,104Y12M
65000,新北市,65000190,石碇區,123.22,2.33,54.42,40.37,13.88,26.48,190.73,104Y12M
65000,新北市,65000110,汐止區,95.78,2.31,2751.83,27.38,14,13.38,95.54,104Y12M
65000,新北市,65000200,坪林區,125.97,2.6,37.99,44.77,12.42,32.34,260.32,104Y12M
65000,新北市,65000170,林口區,95.9,2.56,1853.12,35.85,24.42,11.43,46.8,104Y12M
65000,新北市,65000010,板橋區,95.8,2.69,23954.22,33.06,18.39,14.67,79.78,104Y12M
65000,新北市,65000270,金山區,98.11,3.17,452.32,33.6,15.57,18.03,115.81,104Y12M
65000,新北市,65000160,泰山區,98.98,2.81,4107.82,31.96,20.68,11.27,54.5,104Y12M
65000,新北市,65000290,烏來區,98.62,3.38,19.27,35.53,20.66,14.87,72,104Y12M
65000,新北市,65000260,貢寮區,104.13,2.92,128.63,39.25,11.39,27.86,244.58,104Y12M
65000,新北市,65000100,淡水區,92.69,2.31,2295.91,31.2,16.2,15,92.63,104Y12M
65000,新北市,65000180,深坑區,100.24,2.49,1146.53,27.69,13.65,14.03,102.77,104Y12M
65000,新北市,65000060,新店區,93.55,2.42,2497.53,32.07,13.78,18.29,132.7,104Y12M
65000,新北市,65000050,新莊區,96.04,2.77,20936.1,29.97,19.06,10.91,57.26,104Y12M
65000,新北市,65000120,瑞芳區,102.17,2.54,579.3,35.21,13.93,21.29,152.87,104Y12M
65000,新北市,65000280,萬里區,101.62,3.05,357.26,36.8,15.86,20.94,132.04,104Y12M
65000,新北市,65000070,樹林區,99.91,2.82,5561.6,30.58,19.23,11.35,58.98,104Y12M
65000,新北市,65000250,雙溪區,117.53,2.41,63.21,46.75,12.37,34.38,278.05,104Y12M
65000,新北市,65000140,蘆洲區,97.06,2.88,26912.21,27.82,18.04,9.79,54.26,104Y12M
65000,新北市,65000080,鶯歌區,100.74,2.99,4164.06,31.49,19.32,12.16,62.95,104Y12M
10018,新竹市,10018020,北區,96.19,2.71,9484.25,37.61,21.83,15.78,72.25,104Y12M
10018,新竹市,10018010,東區,97.15,2.72,6198.98,43.67,29.09,14.58,50.11,104Y12M
10018,新竹市,10018030,香山區,103.82,2.93,1399.51,31.35,18.77,12.59,67.06,104Y12M
10004,新竹縣,10004130,五峰鄉,119.97,2.65,20.27,32.61,20.09,12.53,62.37,104Y12M
10004,新竹縣,10004090,北埔鄉,117.34,3.09,191.27,44.06,15.68,28.38,180.95,104Y12M
10004,新竹縣,10004120,尖石鄉,112.33,3.3,17.85,39.33,28.76,10.56,36.73,104Y12M
10004,新竹縣,10004010,竹北市,99.39,2.82,3646.7,42.88,32.69,10.19,31.17,104Y12M
10004,新竹縣,10004020,竹東鎮,100.92,2.93,1799.76,38.57,21.56,17.01,78.87,104Y12M
10004,新竹縣,10004070,芎林鄉,112.91,3.13,497.33,37.32,15.68,21.64,138.04,104Y12M
10004,新竹縣,10004110,峨眉鄉,123.62,2.71,120.55,49.66,12.07,37.59,311.43,104Y12M
10004,新竹縣,10004050,湖口鄉,103.3,3.01,1322.6,35.8,20.88,14.92,71.46,104Y12M
10004,新竹縣,10004030,新埔鎮,114.02,3.19,472.51,38.75,15.06,23.69,157.25,104Y12M
10004,新竹縣,10004060,新豐鄉,105.24,3.16,1210.91,35.96,22.76,13.2,57.98,104Y12M
10004,新竹縣,10004080,橫山鄉,118.76,3.01,203.69,44.75,15.25,29.5,193.4,104Y12M
10004,新竹縣,10004040,關西鎮,114.89,3.14,238.5,44.48,16.84,27.64,164.14,104Y12M
10004,新竹縣,10004100,寶山鄉,117.51,2.76,221.11,31.72,12.93,18.8,145.38,104Y12M
10020,嘉義市,10020020,西區,96.5,2.76,4936.93,37.11,20.58,16.52,80.28,104Y12M
10020,嘉義市,10020010,東區,93.81,2.71,4075.53,38.44,19.68,18.77,95.39,104Y12M
10010,嘉義縣,10010040,大林鎮,105.12,2.79,493.98,42.39,15.08,27.32,181.2,104Y12M
10010,嘉義縣,10010170,大埔鄉,108.81,2.38,26.67,34.25,16.27,17.98,110.54,104Y12M
10010,嘉義縣,10010130,中埔鄉,108.33,2.87,353.08,33.21,13.53,19.69,145.53,104Y12M
10010,嘉義縣,10010080,六腳鄉,113.38,2.69,388.71,47.72,11.96,35.75,298.88,104Y12M
10010,嘉義縣,10010010,太保市,105.98,3.01,556.26,35.9,19.35,16.55,85.51,104Y12M
10010,嘉義縣,10010120,水上鄉,106.88,2.81,729.62,32.34,12.45,19.89,159.8,104Y12M
10010,嘉義縣,10010030,布袋鎮,104.73,2.78,452.84,38.24,12.59,25.65,203.73,104Y12M
10010,嘉義縣,10010050,民雄鄉,104.93,2.95,840.52,33.65,15.73,17.92,113.95,104Y12M
10010,嘉義縣,10010020,朴子市,102.81,2.76,866.51,43.94,20.22,23.72,117.3,104Y12M
10010,嘉義縣,10010140,竹崎鄉,114.67,3.13,225.28,37.62,13.86,23.76,171.47,104Y12M
10010,嘉義縣,10010090,東石鄉,112.85,2.75,315.65,44.78,13.66,31.12,227.78,104Y12M
10010,嘉義縣,10010180,阿里山鄉,112.28,2.91,13.37,37.26,19.24,18.02,93.64,104Y12M
10010,嘉義縣,10010150,梅山鄉,113.65,2.96,167.09,42.96,13.79,29.17,211.55,104Y12M
10010,嘉義縣,10010110,鹿草鄉,116.28,2.78,296.77,46.03,11.89,34.15,287.27,104Y12M
10010,嘉義縣,10010160,番路鄉,117.75,2.75,100.96,37.44,13.48,23.95,177.66,104Y12M
10010,嘉義縣,10010070,新港鄉,111.78,3.08,496.55,44.89,17.52,27.37,156.27,104Y12M
10010,嘉義縣,10010060,溪口鄉,114.67,2.81,457.33,44.84,12.87,31.97,248.4,104Y12M
10010,嘉義縣,10010100,義竹鄉,108.26,2.57,242.87,45,11.38,33.63,295.57,104Y12M
10007,彰化縣,10007180,二水鄉,109.9,2.93,530.79,45.4,14.61,30.79,210.83,104Y12M
10007,彰化縣,10007200,二林鎮,106.44,3.49,558.79,42.87,18.36,24.52,133.56,104Y12M
10007,彰化縣,10007130,大村鄉,107.65,3.36,1186.7,31.36,15.27,16.09,105.34,104Y12M
10007,彰化縣,10007240,大城鄉,118.49,3.29,274.8,51.43,16.27,35.16,216.1,104Y12M
10007,彰化縣,10007190,北斗鎮,101.91,3.16,1725.55,38.69,19.67,19.01,96.65,104Y12M
10007,彰化縣,10007160,永靖鄉,108.47,3.5,1840.52,36.69,18.11,18.58,102.62,104Y12M
10007,彰化縣,10007120,田中鎮,107.08,3.26,1227.84,40,17.42,22.57,129.56,104Y12M
10007,彰化縣,10007210,田尾鄉,107.29,3.49,1146.83,38.81,17.56,21.25,120.99,104Y12M
10007,彰化縣,10007250,竹塘鄉,112.01,3.38,370.87,51.44,20.15,31.29,155.26,104Y12M
10007,彰化縣,10007050,伸港鄉,104.61,3.78,1633.19,35.75,20.6,15.14,73.51,104Y12M
10007,彰化縣,10007070,秀水鄉,107.12,3.74,1341.03,35.95,20.15,15.8,78.43,104Y12M
10007,彰化縣,10007030,和美鎮,104.33,3.46,2281.56,33.66,19.4,14.26,73.49,104Y12M
10007,彰化縣,10007170,社頭鄉,105.59,3.4,1203.27,35.94,17.46,18.48,105.85,104Y12M
10007,彰化縣,10007230,芳苑鄉,112.38,3.39,375.91,43.97,15.11,28.85,190.93,104Y12M
10007,彰化縣,10007080,花壇鄉,105.95,3.33,1265.14,32.62,16.82,15.8,93.9,104Y12M
10007,彰化縣,10007090,芬園鄉,111.09,3.49,631.32,38.6,15.52,23.09,148.79,104Y12M
10007,彰化縣,10007100,員林市,99.36,3.22,3117.96,38.12,21.25,16.87,79.4,104Y12M
