COUNTY_ID,COUNTY,TOWN_ID,TOWN,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
10008,南投縣,10008060,名間鄉,111.25,3.07,492.22,38.54,13.56,24.98,184.15,106Y12M
10008,南投縣,10008040,竹山鎮,105.27,2.74,212.92,40.42,15.26,25.16,164.88,106Y12M
10008,南投縣,10008120,信義鄉,115.61,3.08,11.42,34.81,19.85,14.96,75.39,106Y12M
10008,南投縣,10008010,南投市,100.24,2.88,1396.32,37.7,16.77,20.93,124.77,106Y12M
10008,南投縣,10008020,埔里鎮,99.26,2.79,470.49,37.34,15.45,21.9,141.76,106Y12M
10008,南投縣,10008030,草屯鎮,102.34,2.94,941.61,35.61,15.6,20,128.19,106Y12M
10008,南投縣,10008100,國姓鄉,117.8,2.59,91.22,39.07,11.61,27.45,236.43,106Y12M
10008,南投縣,10008090,魚池鄉,111.85,2.76,128.23,42.35,13.18,29.17,221.41,106Y12M
10008,南投縣,10008070,鹿谷鄉,114.63,2.24,124.58,41,10.97,30.03,273.86,106Y12M
10008,南投縣,10008050,集集鎮,108.45,2.54,274.46,42.52,12.63,29.89,236.75,106Y12M
10013,屏東縣,10013080,九如鄉,107.08,3.15,512.91,34.24,14.06,20.17,143.48,106Y12M
10013,屏東縣,10013260,三地門鄉,100.95,3.29,41.12,32.82,18.97,13.85,72.99,106Y12M
10013,屏東縣,10013130,內埔鄉,106.98,2.93,709.14,36.15,12.83,23.32,181.68,106Y12M
10013,屏東縣,10013140,竹田鄉,113.65,3.04,578.89,38.13,11.07,27.06,244.44,106Y12M
10013,屏東縣,10013330,牡丹鄉,104.48,2.56,28.34,33.03,15.88,17.15,107.99,106Y12M
10013,屏東縣,10013230,車城鄉,115.89,2.48,146.38,43.63,13.37,30.26,226.41,106Y12M
10013,屏東縣,10013090,里港鄉,103.62,3.23,379.58,39.98,17.29,22.69,131.17,106Y12M
10013,屏東縣,10013210,佳冬鄉,108.1,2.78,620.73,40.08,11.72,28.36,242.07,106Y12M
10013,屏東縣,10013300,來義鄉,102.19,3.34,46,30.85,17,13.85,81.44,106Y12M
10013,屏東縣,10013250,枋山鄉,114.32,2.6,331.34,38.12,12.99,25.14,193.59,106Y12M
10013,屏東縣,10013160,枋寮鄉,109.88,2.88,417.28,38.23,12.85,25.38,197.55,106Y12M
10013,屏東縣,10013030,東港鎮,102.1,2.86,1681.42,36.85,18.77,18.08,96.34,106Y12M
10013,屏東縣,10013190,林邊鄉,105.08,2.68,1140.64,40.67,13.26,27.41,206.75,106Y12M
10013,屏東縣,10013060,長治鄉,108.84,2.95,655.38,33.3,12.11,21.19,174.92,106Y12M
10013,屏東縣,10013200,南州鄉,105.83,2.88,567.71,40.01,11.39,28.62,251.27,106Y12M
10013,屏東縣,10013010,屏東市,97.81,2.7,3035.03,35.58,15.71,19.87,126.48,106Y12M
10013,屏東縣,10013040,恆春鎮,105.28,2.66,222.62,37.56,18.23,19.32,105.97,106Y12M
10013,屏東縣,10013310,春日鄉,105.19,3.48,31.29,36.75,22.03,14.72,66.84,106Y12M
10013,屏東縣,10013180,崁頂鄉,103.28,3.5,620.98,47.59,26.92,20.67,76.81,106Y12M
10013,屏東縣,10013290,泰武鄉,111.18,3.93,42.47,36.24,23.24,13,55.95,106Y12M
10013,屏東縣,10013220,琉球鄉,121.45,2.75,1794.84,34.51,14.73,19.78,134.27,106Y12M
10013,屏東縣,10013110,高樹鄉,114.37,2.65,261.3,45.8,12.59,33.21,263.78,106Y12M
10013,屏東縣,10013150,新埤鄉,113.04,2.89,175.06,37.64,9.82,27.82,283.22,106Y12M
10013,屏東縣,10013170,新園鄉,107.49,2.99,796.94,33.74,12.59,21.15,168.08,106Y12M
10013,屏東縣,10013320,獅子鄉,107.33,3.08,15.34,31.56,16.92,14.65,86.57,106Y12M
10013,屏東縣,10013050,萬丹鄉,107.53,3.4,859.24,35.18,15,20.18,134.52,106Y12M
10013,屏東縣,10013120,萬巒鄉,109.65,3.16,337.85,39.27,13.39,25.87,193.17,106Y12M
10013,屏東縣,10013240,滿州鄉,119.18,2.6,53.21,34.75,11.1,23.65,213,106Y12M
10013,屏東縣,10013280,瑪家鄉,103.01,3.29,109.38,33.4,18.88,14.51,76.86,106Y12M
10013,屏東縣,10013020,潮州鎮,99.77,2.79,1278.69,34.18,14.24,19.94,140,106Y12M
